ID,label,review
327,Negative,khamoosh warna tm bhi is fitny sy bach na pao gy
328,Positive,Allah nazia KO jannat ka allaw muqaam atta farmaey
329,Positive,asar wazeefay k sath insan k yaqeen me bhi hota hai
330,Negative,lanat you dont have proper batsman thats the issue
331,Positive,ameen han sana no extravagence
332,Positive,Maa sadko
333,Positive,In ki shuru ke salon ki gaeyki tasawwuf ke peyghamat se bharpor rahi
334,Positive,Great
335,Positive,ALLAH karay mjy b yakeen oar dehaan vali tasbeeh naseeb ho jayay jo idr parhain oar udr asar hoHazrat duaown ke darkhawst hai kch masail hain aafiyat k saath hal ho jayain oar amaal ka yakeen oar pabandi naseeb ho jayay
336,Negative,Ye wohi bat hogai k shareef wo jise mauqa nahi mila p D
337,Negative,Haron choti gari waly side hoja lolz
338,Positive,Allah pak ap ko lambi aur barkat wali zindgi atta farmay Ameen summa Ameen
339,Positive,Wah behtareen ho buhoth khub Haseen or Nayab ho
340,Negative,Lanat is kanjar py
341,Positive,Shahbaz Sharif nay dhai saal kay doran aqraba perwari aur sifarish kay khilaf bhi numaya karkardagi dekhaya
342,Negative,kitni dafa assambly main 5 saal main gae jo awam k bill pas karnay ki baat kar rahe ho
343,Negative,pointer pointer hota hai usko jitna marzi dereference kro kch ni hota 3 pagal pagal hota hai usko or jitna marzi pagal kro kch ni hota D
344,Positive,Khail ka talent un mein shooru se hi maujood tha aur achchey khelaryon mein shoomar keye jate they
345,Negative,Ghar ko aag lagay gee ghar k charaag say
346,Negative,Banda kahay sir pe rakh kar naacho sarak ko ley kar jo Nawaz Sharif ne banai hai
347,Positive,Allah sab ki duain qabol farmain
348,Negative,Ghulam Ishaq Khan jabri retirement ke bad Peshwar mein gosh nashen ho gaye ow do saal musalsal bemar rahe
349,Negative,Sae khel gya bc
350,Positive,Hahahahahahahahaha chalo chalo naiki aur pooch pooch
351,Positive,Nice episode Good job done by Samina ahmed and Tabish Or acting b bht good ki sub ny Bilo anti ny to game e change kr di sari And DJ b sporting role play kr raha h 4 Jia and Arsal And Jamal Khan ki gherat jag gye h Hahahaha
352,Positive,uncle wo namaz prh raha ha
353,Negative,Immidiatly kick out Aqib javed He is a big fraud
354,Positive,Murshid da dedar bahoo sanu lakh croran hajjan
355,Negative,Lekin ab lag raha hai ke jamat e islami ke 75 sala Ameer Maulana Mutee ur Rehman Nizami samait aik darjan se zaiyd aeham siyasi karkuno ko phansi ki saza suna kar Bangladesh ko danista taur par tabahi ki janib dhakela ja raha hai
356,Negative,Pila kr zehr Vo hans k boly
357,Positive,Bardasht Buzdili Nahi Balkyn Bardasht Zindagi Ki Aik Aham Aosol Hein
358,Positive,Jarihana andaaz se khelne wale khiladi to duniya mein beshumar hain magar Afridi ki baat he kuch aur hai
359,Positive,Motuuu mjhe bhi bhej mai bhi jag luga
360,Positive,Ye hammari khush nasebi ha k hum ko peer Saab ki rahnumai mili Allah paak peer Saab ko darazi e umer bilkhair ata kry ameen
361,Positive,Question Ghar walon ki taraf se beron e mulk hone wale tournaments mein shirkat ke hawale se kitni support hai Nasir Iqbal Is waqat to tamam tar support ghar walon ki taraf se hi hai won a sirf hum par mehnat kar rahe
362,Positive,Masajid aur imam bargahon mein namaziyon par goliyan bomb hamla waghairah qatal o gharat ki inteha kar di jati hai jis par Inayat Hussain Bhatti ne barwaqat qayam e aman ke leye aik jamat banai jis ka naam Almi aman conference rakha gaya
363,Positive,Kya baat hey Hazrat Hakeem Sahab key
364,Positive,Is doran bhi khubsorat kaam kiya
365,Negative,hahahha
366,Positive,Agar yeh kaha jae ke Wasim Akram un logon ke liye hausle ki misaal hain jo apni bemari ki wajah se mayoos ho jate hain to ghalat na hoga
367,Negative,sir hm naliq log ghro main aram kr rahy hain ap baqi logo k comments parh kr phir ghusa karin ap batain bajat pesh hony sy pehly up gradation k case ko bilcul highlight nhi kia gia go Govt ny phir bhi nhi krna tha ap logo ny salaries barwany k liy zore lagaya hakoomat ny nhi barai hamin ap logo sy gila nhi hai laken tamam maslo ko km is km highlight to karin
368,Negative,Unho ne to parhaya pr humy na Aya
369,Positive,yar Arsal ko zyada pyar dekhaya hai jiya ke sath in 2 episode mai aur woh jiya abhi bhi Shery ke sath ha phele kinza Irritate karti thi ab shery karta hai Arsal ki Acting5 Star hai
370,Positive,Kitna acha bhai hai kehta me daant kha lun ga ap tension na lo
371,Positive,In ki maujodgi se hamesha mukhalif team par aik khauff sa taari rehta hai
372,Positive,Meri to zindgi in py Qurban
373,Negative,hain tu bhtt per najany kahan agwa hogaye mention ur friends
374,Positive,Sana Butt Should i tag your mama
375,Negative,Donon sathi zakhmi bhi the aur Lalak Jan ka bayan bazo goli lagne se nakarah ho chuka tha
376,Positive,What about peshawer metro cost when you point finger to others three of your fingers were being pointed towards you What about billion tree tsunami and mines in kpk which are being leased to Jahangir tareen and Asad umar and senate election which Imran himself confessed that pti MPAs were sold
377,Positive,Uni pohanch kr badshah salamat ko maloom huwa k SENTEC kal hai aur aap circuit designing ki team k leader bhi hain
378,Positive,Meine yehee Maximus ki HID do baar pehlay khareedi hui hain aur kasam se dono ka experience bohat hee acha tha Bohat tez aur mazedar HIDs theen yeh aur aisi tez HID lights to meine dekhee bhee nai pehlay Choaty se gaoun se taluq hai mera yaha jo bhee hID hotee hain 400 watt ki keh kar bechte hain lekin hotee kuch 20 watt ki hain lekin yeh maximus ki waqai mein 200 watt ki lagtee hai kiunkay bohat bright hai yeh Mera car modification ka kaam hai aur meray customers ko yeh HID bohat pasand hai mashaAllah se thoray se customers ne request kee hai inko yehee wali HID chayiey Sath mein 6 maheenay ki warranty bhee hai jo meine inko dee hui hai aur unki taraf se bhee kissi tarhan ki complain nai ayee 6000 lumen hain ismein tou light kuch zyada hee blinding aur tez hai aur issi light ka hee sahee maza hai jab road pe lekay ghumein D
379,Negative,Kal Banks Me Public Dealing Nahi Hogi
380,Negative,Buahaa Ap ho kitni mar khaty mujhse
381,Negative,mera aik vote is aunty ko or dosra gourmey wli aunty ko
382,Negative,PTI 2018 MEIN WIN KAR TI HEY TU SHAH MEHMOOD QURESHI PM BANIEN GE
383,Positive,Agarcha in ki kuch films ko nakami ka bhi saamna karna parha hai lekin is se Sylvester Stallone ke career par negative asar nahi parha
384,Negative,Pimple hain face par phr wo neshan chor jate hain uska kuch
385,Negative,Haha sakth londa hai yeai bol raha hoon
386,Positive,Bilquis Edhi ki karkardagi ka dairah is qadar wasi hai ke mukhtasir alfaz mein jis ka ahata mumkin nahi
387,Positive,Har muqable mein hissa lene ke bad har athlete ko aik doctor dekhne aata tha aur usse check karta tha jab ke dosri saholaten is ke elawa thein
388,Negative,Yarrrrrrrrrrrrr tm log sath kia krta Mari shkl dakhty khud b asa dant nikal nikal kr logon ki chuglyan krta
389,Negative,Pump sirf hot horaha hai lakin moter nhi chal rahi
390,Positive,Tera yh hal haina jbi tu rdy na hoe
391,Negative,kyun ke wo aksar tezi se ghomti hui balls se apni nakaam bating ki talafi kar lete hain
392,Positive,Q K Shakhs To Mar Jata Hy Par Shakhsiat Hamesha Zinda Rehti Hy
393,Positive,meri taraf se bohat shukriya p
394,Negative,Kuta insan khuda barbad kare is ko
395,Positive,bht acha hai product
396,Positive,aunty ko mri trf se thanku bol dena with kissy
397,Positive,Ye itni khubsurat masjid kha h
398,Positive,Isi film ko bad mein Italian Stallion ke naam se release kiya gaya jis ne bohat maqboliyat hasil ki
399,Positive,ya Allah rihai naseeb farma ameen
400,Positive,Haseen dost abtuo raat bhi achi khasi ho chali hay
401,Positive,App tehreek e Pakistan ke sar garam rukun rahe
402,Negative,London tu Imran khan bhi jata hy bacho sy aur purani bivi sy milnye
403,Negative,r sath gossips b krtay Han always ready for this
404,Negative,Dhoka ha ye site plx mat Len ink products fraud ha sarasur
405,Negative,aap sarkon pe reh ke khush hu
406,Negative,Ban sahir lodhi show
407,Positive,Mukhtalif Jamato Ki Janib Se Rangers K Haq Me Muzahire
408,Negative,han mai bandari to bandar
409,Positive,Mein iski fabric aur fitting se kaafi mutmaeen hoon kiunkay jitna comfortable is ka fabric hai uska double impact user per parhta hai Bilkul aik body shaper ki tarhan kaam karta hai aur slim fitting wali shirts ba asani pehn sakta hoon ab
410,Positive,Jab audience aik artist ko apne saamne stage par tann tanha Urdu aur English adab ke shey paron ko parhte hue sunte hain to in par kaif o masti ka aisa aalam taari ho jata hai Jis ki lazzat se wo pehle na aashna the
411,Negative,Kute ka bacha ghaddar harami haqani
412,Negative,Ghar janib dari se dekha jaye to mazi mein Pakistan mein insani hoqoq ki sorat e haal qabill e tariff nahi rahi insani hoqoq ki pamali ki sorat mein khawateen ziyadah mutasir hoein
413,Positive,ye ramadan ka special drama hai Eid ke Dosre din tak khatam hojai ga mujhe bhi buhat pasand hai
414,Negative,N League PPP Fazlul Rehman Anp Mqm Jamat e Islami K Supporter sy Request Ha Is Post Ko Share Kary Warna Dramy Band Kary
415,Negative,ke mera khayal hai ke khuwateen ko shikayatein karna band kar dena chahiye
416,Negative,Is ke bachay Phir is ko lanat dain gy
417,Positive,Jani imran vote lena k liya ya logoon ko dekhana k liya kaam nahin karta wo aysa kaam karta ha jis main end of the day mulk ka koi faida ho aur isi main mulk ka faida ha
418,Positive,Bohat umda
419,Positive,apni missal pesh karta hunk e agar beron e mulk hone wale shirkat ke leye mujhe sirf tickets bhi mil jayein to main bohat jald ranking behtar karte howae top ten khilariyon mein aasakta hun
420,Positive,Bohot tiet drmae hai yarbohot maza aya aur kia title song hai Miss raju rocket drama
421,Positive,Allah salamat rakay ap ko deen ki hidmat kartay howay ameen
422,Positive,Main rozana inhi kapron mein hota hun albata joton ke mamle mein meri makhsos pasand hai wo aramdah hun aur mere peeron ke size se kuch bare hun jahan tak jeans ki baat hai main ne phichle panch saalon se koi jeans nahi kharidi
423,Negative,Main ne ye 2 kharidi thi bazar se 50 ki aik aur takreeban 2 saal chali phir gum gai lekin daraz pe bohot ziada qeemat hai thats y ratin it low
424,Negative,Bilkul Meri Trahha M m he Usy Bhi Log Moj Masti K Bad Tanha Chor Jaty Hain
425,Positive,ALLAH ka inaam hei orat ko buhat bardash de hei
426,Positive,Is ke bawajood na sirf yeh ke inho ne apne khel ko mutassir nahi hone diya bal ke wo apni fitness barqarar rakh kar amlan diabetes ko ab tak shikast dete aa rahe hain
427,Positive,Ab Sirf Rs 1949 Mahana per hasil karein wo bhee WARRANTY ka sath
428,Negative,abhi tou bht zulm sehna hai
429,Positive,Torkham se Karachi tak truck drivers ka safar un ki awaaz ke sath hota hai
430,Positive,Lemon ki smell ati ha Acha perfume ha 21 2200 ma mil jata ha market se Lekin oud al Junaid is price ma kafi acha ha is se
431,Negative,purana coat nai tha
432,Positive,koi nae ye rakh lega apne pas tu bus khush reh
433,Positive,Achha krti ho
434,Negative,Footh path par apni zindagi ka akhtamam kiya
435,Negative,to gussy main kapre e mujhe de ti thi k ja ab mujhe wapas mat karna D
436,Positive,Main n y daraz pk s lya tha 4 days k bad or y sandisk ka original sdcard hai speed bhi ala hai or 100 original or box packed tha ise main use kr rha hun kafi ala hai is ki write or read speed sd cards s ziada hai is ki sub s achi bat k y mobile ki performance ko tez kr deta hai main n samsung ki website s pocha tha original sdcard k bare main lekn pakistan main original card samsung k nhi ate kiunke samsung k hr card pr read or write speed lki honi chahhye jo nhi lkhi hoti or agr card ki packing k oper u3 likha hai to card pr bhi u3 hi likha hona chahye jo k nhi lkha hota or microsdhc k oper tm ka logo hona chahye jo k nhi hota
437,Positive,Hahaha thank you g
438,Negative,Aunty itna kiun machal rahi hain
439,Positive,apni makhsoos tarz mein tarannum se parhi aur logon ne in ke har misrey ka sath diya
440,Negative,Mera bs chaly to isse drama se hi bahar kr dun churail kahin ki
441,Positive,Mera Roza hai D Or main roza rakh k jhoot nae bolta v v V V V V V
442,Negative,Teesra Toot Ke Karli gud nite
443,Positive,MashaAllah
444,Negative,1948 mein karachi mein Peoples Party ki bunyad Bacha Khan ne rakhi lakin iss se pashter ke iss nauzaidah jamat ka dhancah khara hota June 1948 mein griftar ker liye gaye
445,Positive,imran khan is the best and the great leader zindabad imran khan is the gud person
446,Positive,Mini screen ke junior artist se le kar global icon banne tak unhon ne har shobe mein shuhrat aur kamyabi hasil ki chahe wo koi stage show ho ya film press conference ho ya kisi benul qawami university mein ki jane wali taqrir
447,Negative,Ghotki Dharki Main Functional League Kay Hamiyon Say Jhagra Azad Umeedwar Janbahaq
448,Negative,Intehai sharmnak video
449,Positive,Hahah wai I owe a special thankyou party to uncle n aunty then
450,Positive,Haha pgl choty bhaie wali zyada faidy m hoty sb set hoa va milta jithani g
451,Positive,Aap ki bayan se dil taza ho jata hai Allah aap ko umar darazi farmaye aamin
452,Negative,Nahaney Per Pabandi Aid
453,Positive,Asooloon p soda na krna Pakistani idaron ki mazboobi aur khushhaali ki illamat hay Self made qanoon poori qoam ki barbadi hy Theme k baad thesis mn hero ka name batain Pakarmy in each field task winner
454,Positive,November 1986 mein Newzi Land ke Roos Norman ne woh karnama anjam deya jis mein guzashta panch sal sey bzayada arsa mein har aik nakam raha tha Norman kai martaba Jahangir sey shikast kha rahe they lakin 1986 ke world open final mein Squash ki dunia ka azeem tareen khelari zair ho hi gaya
455,Positive,Terian tak ky adavaan my Mureed ho gia
456,Positive,Taqreb mein Inayat Hussain Bhatti ne Naat parhi Baba Ji A Chishti ne phechan leya ke ye nojawan apne awaz ke sehar se soz o gudaz ke lashkar se insani qlab o izhan ko musakhar kar sakta hai aur unhon ne Inayat Hussain Bhatti ko apni film Phere mein gana gane ke leye kaha
457,Negative,Sachi khabees orat tu
458,Negative,Ac baat nh h tum badal gaye ho
459,Negative,Log kitne behas hai sub dhek dekh j jarahe hain
460,Negative,Road he dikhai dety hain is awam ko ab banda kya khy bat phr wo he ha
461,Negative,ro chora ro
462,Negative,Hahhahhahah
463,Positive,Unhein England mein hone wale London Open aur Malaysia mein hone wale Royal Cup ka title jeetne ka ezaz bhi hasil hai
464,Negative,itne pyar se kahe g to koi pilaye ga b nhi
465,Positive,Teri battery lakho saal chale
466,Negative,Lanat musharf per
467,Negative,Har waqt giley shikwey karne walon se mujhe koi hamdardi nahi
468,Negative,PM Ki Hidayat K Bawajood Kai Elaaqo Me Awam Doosri Sehree Bhi Andheray Me Kerne Pr Majboor
469,Negative,Bohat se khush haal afraad ne 7 8 saal ke bachon ko gharelo mulazim rakha hua hai
470,Positive,6 mahene bad jab mujhe qanon ke shube mein amli tor par ane ki ijazat mil gayi to January 1963 mein meri enrolment hoi aur is ke bad main ne phir kabhi palat kar nahi dekha
471,Positive,Mery liye be khas dua
472,Positive,salam hazrat sahab duao mai yad rakhye ga
473,Negative,Jis ka in ke zehan par kafi bura asar parha aur agle he saal inho ne taleem ko kher bad keh diya us waqt wo high school ke talib e ilm the
474,Positive,Yahan bohat mutmaiyn hon
475,Negative,Peshawar walon ka to jeena haram kar dya hai without planning metro banany jarhy ho Un k 7 hamara kya kam kpk k liye ap ny kya keya Apna ghar smbhala nhi jata to dosro ko point out na kry wo apny amal ky jawab deh hain ap apny amal k Allah sb ko hidayat dy Ameen
476,Positive,Allah hamain tasbih khany me ana nasib ho Ameen
477,Positive,Vespa scoter se CID ke head quarter mein Prado par aane wale Chaudhry Aslam ne zindagi ke bohat se nasheeb o faraz dekhe
478,Negative,Shah Faisal Clny No 3 Me Safai K Naqis Intizamat Sewerage Ka Pani Kai Maah Se Sarko Per Khara Hai Shehri Govt Ka Amla Gayab Hai
479,Positive,Razia Sheer Khan Main Pakistan ki international athlete Shazia Khan se bohat mutasir hun
480,Negative,pta nai nwaz zrdari bhutto sbko india kyn itne pasand hein rehte pakistan m khate pakistan ka baki sb india ka
481,Negative,Pedal bag main dal kr Khuwaar Sahab ne mazeed khuwaar honay Samad sahab k ghar janay ki thani
482,Positive,EEE EEE Jab Muhammad Hasan Askari ne ye shikayat ki ke Urdu nasar ka fun zawal pazeer hai aur koi achi zuban nahi likh raha to main ne unhe Ibn e Safi ki jasoosi Dunya ka aik novel parhne ko diya is ke bad wo har maah pochte the
483,Negative,Plz is kit ko koi Bhi order mat karna bhot gahtiya cheez ha na quality achi ha or na hi use or ya chalti bhi nahi ha
484,Positive,Doorian sab mita du bhaie
485,Negative,K Electric Hukkam Shehrion Per Rehem Karen
486,Positive,wase b azaan ab ho ri hai
487,Positive,buht achi bat kahi he
488,Positive,Art films mien acting ke aaghaz par Farooq Sheikh ko Satya Jeet Rai Muzaffar Ali Rishikesh Mukherjee aur Ketan Mehta jaise kohna mushq directors ke saath kaam karne ka mauqa mila
489,Positive,Allama Shabbir Ahmed Usmani ne aap ko Saif ul Millat ka laqab aur Hussain Shaheed Seharwardi ne Allama Raghib Ahsan ko Pakistan ki tank force kakhitaab diya tha
490,Positive,1983 ta 1992 All Pakistan Newa Paper Assosiation APNS ne bhetareen column nigar award deya
491,Negative,video choro bs bachi check kro b c D
